the,-0.77623707509,-0.616434704022
of,-0.794006129508,-0.601535233143
and,-0.673283449851,-0.713413489272
to,-0.694316412907,-0.691979313721
a,-0.589349097404,-0.808980602275
in,-0.807246483609,-0.590743452605
for,-0.606594725546,-0.787906931853
is,-0.740510486227,-0.647926078102
on,-0.798256752416,-0.598042365261
that,-0.849171866672,-0.558212584313
by,-0.786058363809,-0.608139373084
this,-0.585562322978,-0.813717619428
with,-0.694109364254,-0.692185921774
i,-0.705809974138,-0.680642730343
you,-0.524120469302,-0.896674112911
it,-0.634164450128,-0.755828144578
not,-2.59477344077,-0.0775970562295
or,-0.787036560981,-0.607321347046
be,-0.60811933582,-0.786082303427
are,-0.703130619361,-0.683262426408
from,-0.70279655027,-0.683590032018
at,-0.651101798331,-0.737038263982
as,-0.466726933322,-0.986314385819
your,-0.615619022992,-0.777194945521
all,-0.449788781728,-1.01545615614
have,-0.49252555718,-0.944384500433
new,-0.302655599341,-1.3426737808
more,-0.543811664461,-0.868766224285
an,-0.837539059369,-0.566997898834
was,-1.03711050301,-0.43769515862
we,-0.540637757965,-0.8731754933
will,-0.662251378543,-0.725028048411
home,-0.356523576628,-1.20432608385
can,-0.688618437904,-0.697696526066
us,-0.331445118409,-1.26544245292
about,-0.722948834458,-0.664208023393
if,-0.844582505617,-0.561657153619
page,-0.670807466505,-0.715997383325
my,-0.421644618801,-1.06701803419
has,-0.666768707362,-0.720240373383
search,-1.32396411768,-0.309353125745
free,-0.94698705078,-0.490872700044
but,-0.79966690995,-0.596889551643
our,-0.266344012119,-1.45318448136
one,-0.907791330784,-0.516532291565
other,-1.16615184849,-0.373332312541
do,-0.612988351441,-0.780295809372
no,-2.204441417,-0.116884581786
information,-0.374045940864,-1.16457680622
time,-0.335131959161,-1.25612154228
they,-0.499095220205,-0.93414844781
site,-0.677609659994,-0.708929930946
he,-0.422410633947,-1.06555909799
up,-0.553371161222,-0.855685155676
may,-0.929600099253,-0.502050115169
what,-0.40676608032,-1.09601541085
which,-0.781678112722,-0.611820496494
their,-0.55921340344,-0.847834625036
news,-1.04663700851,-0.432502189889
out,-1.01515927711,-0.449957442623
use,-0.545883483225,-0.865905956631
any,-0.696108009477,-0.690195092278
there,-0.572175273513,-0.830793549706
see,-1.01226486702,-0.451605918523
only,-1.51978243062,-0.246872208742
so,-0.804959634259,-0.59258893047
his,-0.654247274378,-0.733621750294
when,-0.820047773576,-0.580552003514
contact,-1.09024019749,-0.409677585719
here,-0.433094614929,-1.04554309605
business,-0.314948920702,-1.30868964691
who,-0.670318317885,-0.716509399834
web,-0.923671611825,-0.505935129652
also,-0.544995049926,-0.867130763725
now,-0.507288252438,-0.921620361969
help,-0.296992451054,-1.35887229282
get,-0.722185030278,-0.66492878823
pm,-0.493541851448,-0.942789751526
view,-0.655892523178,-0.731843634265
online,-0.71101463546,-0.675593375675
c,-0.955801344432,-0.485326671322
e,-0.526220850566,-0.89363337031
first,-1.09280269405,-0.408382611404
am,-0.541858891633,-0.871475105098
been,-0.626857875987,-0.764144707972
would,-0.72893357025,-0.658597332591
how,-0.635168519447,-0.754695385486
were,-1.11866907743,-0.395585577096
me,-0.668941199819,-0.717953656425
s,-0.738885296014,-0.64940986118
services,-0.649274652612,-0.739033181098
some,-0.66967638938,-0.717182117239
these,-0.535048870541,-0.881021732016
click,-0.476780557716,-0.969635443328
its,-0.654135142114,-0.733743159942
